Year,Review,Rating
2022,I love Zara above all brands.,5
2022,a absolutely love this shop a wish they had one inn livi,5
2022,Excellent,5
2022,It's good.... but mango give as gift ZARA don't doing anything like that,3
2022,the app freezes,1
2022,"I love the simplicity of the checkout process, the crisp clear backgrounds so we can really get a nice view of the clothing and the diversity in women ! you are ahead of your time! there is representation of many different skin complexions...I'm bound to see somebody who looks like me!!! Great 👍🏽 job",5
2022,No dark mode for android.,2
2022,I love Zara but the delivery time is ridiculous.,4
2022,very good,5
2022,I really like to shop on line... the app is fast an easy to navigate.,5
2022,"Very poor, would give zero score if that was possible. Its not fit for purpose, appalling to navigate, not user friendly, impossible to view items satisfactorily, therefore can't make a purchase!",1
2022,website is hard to navigate. correct sizes not available or out of stock,3
2022,"I mainly want 2 share da experience had in 1 of the Zara stores while I was on Europe tour. One of da shops either on champs Elysees or in Netherlands not sure in 2019. Dey hav very racist feeling which hurt my self respect. After duly paying for da things I bought I was leaving da store. When I was nearing exit door , der came security as siren was coming frm my package while crossing dat door. She took me 2 da payment desk & checked. Fault is theirs. But didn't evn say sorry r no thankyou.",1
2022,I'm in love with Zara,5
2022,the app is so hard to use,2
2022,app and website fail to recognise payment details,1
2022,Great,5
2022,There is always some problem with this app. I think it's affect even the sales because you can't access the different sections and buy what you want.,1
2022,sometimes it's bugging,3
2022,I hate when you register your state it doesn't have php.,1
2022,best shop ever,5
2022,one of the worst,1
2022,Amazing dress and quality. ❤️❤️❤️❤️❤️❤️❤️,5
2022,Get more filter options,4
2022,"This is my favorite shopping brand, for both online and in store. Zara has the best product variety and shopping experience. I've been shopping all of my clothes, for my self and my family for almost 10 years now. I find at Zara everything I need for all occasions. Though I would love if they add loyalty programs that would give a sense of belonging to their hard core loyal customers.",5
2022,the best no comparison,5
2022,tried and tested...legit!,5
2022,"always perfect clothing and service, I love Zara. It's my favorite store.",5
2022,"I like the design of the app, it's not laggy, and it's easy to order.",5
2022,"Easy to use app, variety of styles and sizing.",5
2022,Transaction to payment was a breeze,5
2022,Love it here.,5
2022,good quality,5
2022,I always have issues with the app,3
2022,great service,4
2022,love all the clothes but need more realistic body shapes not everyones 6 foot and 2 stone,4
2022,best,5
2022,Lovely Quality,5
2022,التعاملل معاه بارد,2
2022,So dissapointed to get such an old item today. Old and the quality is 3rd class. Not buying online again.,1
2022,It's not what I was hoping 😕,1
2022,Don't support our region,1
2022,Better than shopping via website which is confusing AF. But this app stll needs work... Not very intuitive e.g. why does the menu come up blank? Why do I have to swipe UP to view more images of a product? Not sure the developers did any proper UAT.,3
2022,Best of the best,5
2022,"I absolutely hate clicking on a product, and wanting to swipe up to see more images of the product, but the options bar pulling up almost every time. This is just one of the annoying things about this app. It definitely needs work. Unfortunately, this app is still better to use than the website.",2
2022,Useless like the website,2
2022,It is really good and i love the clothes and it is easy to find what you want ☺️ I love this app,5
2022,"UI is broken, frustrating to use. Nothing works properly.",1
2022,Bad,5
2022,Terrible app,1
2022,"I like Zara, but the latest version of the app is extremely frustrating to use. The UI is a wreck. Accessing your wishlist and scrolling through photos is made particularly weird and hard. Do these people want me to use the app?",1
2022,Improve u'r app as soon as possible,1
2022,"Annoying. When I put items in my basket if I don't buy them immediately they get removed. They should go into a saved tab. Really annoying, especially when I've put multiple things in the basket. Why would they completely remove them?",1
2022,Kheiliiii khoobe 👌eliman_onlineshop,5
2022,No india service. They don't help,1
2022,App is worst.....not working properly,1
2022,Unable to access my account and does not recognise my information .,1
2022,The worst.No updates about the returned items.And when we try to contact them regarding our issues they do not give the expected answers,1
2022,No respect for delivery time,1
2022,Lm,4
2022,Nice,4
2022,I have my Samsung z flip 3..this app doesn't work perfect with it..I have android 12,1
2022,Too 'edgy'. It's hard to see dark clothes because of how they photograph them. To view images on a product you swipe up...but that's also the same gesture to view the item description. I cannot even view the product images because despite swiping from the middle of my screen the description still comes up. I appreciate how innovative the design of the app is but it's too much.,2
2022,"Bye-bye, Zara, you became a political tool",1
2022,Why Switzerland isn't there in the country list?,1
2022,La app ya no permite escoger la tienda más cercana para recoger el paquete.,1
2022,One star Do u know why? I am sure a lot of hindus do buy from ur site...but I never saw a navratri special or hindu new year.....special....but I see a Ramadan kareem on ur site. .its nice to celebrate ..but why this selective ........why r u all so anti hindu,1
2022,Nice,4
2022,Why your app shows 7 to 10 days whe you deliver in 2 days :). Thanks you for the the app stores are too crowded these days.,5
2022,Great,5
2022,"App not really easy to use , very annoying. But it Zara still😉",3
2022,The worst 😫,5
2022,Customer service is worst they don't even respond and have taken my money and product both and still haven't initiated my refund,2
2022,Doesn't work at all,1
2022,Lolll,5
2022,New update is terrible. Not user friendly at all,1
2022,Why have a list of countries and you don't even support them?! Try to create an account or buy a product and it doesn't even let you. Yet my country is listed on there. That's some BS,1
